Taxa	ko00040	ko00051	ko00130	ko00430	ko00480	ko00531	ko00540	ko00740	ko00790	ko04974	ko05111
s__Butyricimonas_synergistica	0.08734469246016553	0.09782085100752197	0.029986047842874584	0.01495271443640314	0.07134783074144245	0.02884751428601161	0.03600358459719749	0.09106663677081485	0.0963476649667348	0.0324112894421844	0.026121897693980066
s__Collinsella_intestinalis	0.026086831890864966	-0.0633426077303334	0.09259057039097972	0.12408063290122598	0.25213794747687923	-0.02426653522253389	-0.08068424511007005	0.09313302752588143	0.2606500691248295	0.036618059656120354	-0.13565855588551895
s__Collinsella_stercoris	-0.05137628628207067	-0.04780752786844995	-0.016899830783684	-0.009727867541258905	-0.03304454321702684	-0.03306771395645976	-0.048860276196816994	-0.0696177113251207	-0.09055779550818883	-0.037193386582380465	-0.007455839992974658
s__Coprobacter_fastidiosus	-0.05115187077293345	-0.03407493727187047	-0.04345769311936399	0.032040923613216886	-0.03632955157308391	-0.051716879259336684	-0.037167738291222024	-0.017229528164157144	-0.07718599838163742	-0.04146302467135137	0.034511141222543854
s__Coprobacter_secundus	0.04387558289506635	0.055085645756114306	0.016324123778466017	0.007259691096705805	0.03362134822812316	0.009167842312303564	0.019489407262787306	0.04429212127891846	0.04809855573420724	0.014968072441701645	0.012729379225724318
s__Coprococcus_eutactus	0.05515123049184822	0.08402536438191069	0.0755615268386111	0.07907539903531258	0.04820040281792371	0.07550879440245331	0.057988435450517	0.08113024665165794	0.0737173696579235	0.07105930858140751	0.06391388048104261
s__Eisenbergiella_tayi	0.03379739517061907	0.011872836101619893	-0.0026279362998534845	-0.06822197692975275	-0.01358931490645285	0.05837939592820287	0.06194621171603879	-0.07512119832739467	0.04617313204152311	-0.0634635854549304	-0.05987583717041355
s__Eubacterium_eligens	-0.08122868710175186	-0.1496739111497713	-0.057248689182472806	0.06418441223707068	-0.0014951883893495055	0.012848160938564605	-0.11568768712207238	-0.05851408464928082	-0.08492274487849075	-0.032253345519682876	0.09661519832209507
s__Eubacterium_siraeum	0.30870746371559676	0.22717802154216538	0.30820460517730813	0.24827999120729852	0.22768973451247315	0.29414822953960046	0.3213190606953703	0.2042878789191423	0.2743768318440547	0.2963252232714134	0.05015148887876476
s__Eubacterium_sp_CAG_274	0.38558074157688027	0.2690288393665535	-0.035398752282206285	0.07629807762800936	-0.34203226589457425	-0.1316003683901217	-0.01441843603759533	0.46366911778954417	0.13961785246687233	0.2821632419914058	-0.412566122355196
s__Firmicutes_bacterium_CAG_110	0.09306661224723949	0.2052344022172779	0.10784889646352443	0.04758940477761562	0.08727492685589482	0.10984922386491017	0.1332183645138655	0.1236705417826596	0.10747442015101231	0.10253461839728821	0.08490061583694239
s__Firmicutes_bacterium_CAG_170	0.03880810276548761	-0.1250971892666027	0.13058779581530364	0.08085833534978283	0.20799749177915774	0.12130850590634733	-0.027155979922415092	0.2370227281704798	0.23637173737760253	0.11995591751119916	0.09961144520914379
s__Firmicutes_bacterium_CAG_238	0.11106254851448702	0.14118521362722594	0.03589558586516256	0.01524448838307779	0.0710710628751053	0.032789031618334706	-0.0032159184477114733	0.08531661929485378	-0.013741881415550166	0.02828682743812958	0.024564700126500486
s__Firmicutes_bacterium_CAG_95	0.20005900781765484	-0.017708258727119053	0.08424406462968104	0.054711535445561586	0.16686368587033265	0.07796352731349578	-0.09645231337314096	0.20545120207025885	0.20652002633084482	0.07860543844237901	0.07679030803247562
s__Gemella_sanguinis	0.011611735934546938	0.013090918776669694	0.004602812488058828	0.001859571493979866	0.009976171716749528	-0.0014780848362444025	-0.0016050734391754532	0.00862385078457186	0.0026670422015209598	-0.001312314102609985	0.0039094780838726815
s__Intestinimonas_butyriciproducens	0.0441852909377541	0.05311244473072331	0.01692535238185648	0.008880573005129854	0.031963500121794566	0.013598873188393914	0.019082469391871575	0.045191331785295795	0.03803233345843436	0.01277179322202531	0.01369465308578255
s__Lawsonibacter_asaccharolyticus	0.06587134342217722	0.07561691982747416	0.02168418024363052	0.010629766754338363	0.04736726974222574	0.01629340776786902	0.019865263121146594	0.06830655153638286	0.06031731999550212	0.017399564228319016	0.017305431339747906
s__Megamonas_hypermegale	0.29654143189045995	0.7973136745483846	0.4428730272235233	0.10262587957817748	0.16395487122059751	-0.06611919713371772	0.7823498674372107	0.8437457952072148	-0.34143047421124606	-0.10816593862239969	0.11410633342526903
s__Methanobrevibacter_smithii	0.9324053778607043	1.0079992254877348	0.7512379131050736	0.5336642615968494	0.9197551817512083	0.9266348501980163	1.041248462339084	0.8367055504391964	0.9448495289440292	0.8803997934403536	0.8066229343870206
s__Oscillibacter_sp_57_20	0.02352666226150371	0.010930479595022661	-0.011434239061211661	0.03960669088701282	0.09548140871370653	0.06140254395927122	-0.060472645596293714	-0.06304601945019214	0.07396299920371045	0.005408523570794871	0.04226535727446172
s__Oscillibacter_sp_CAG_241	0.055687296669457965	0.005412479207356619	0.038844055419504454	0.012174478024201291	0.02635456232420339	0.0093166924938126	0.041060323976966205	-0.0038342083732117492	0.031368789168682014	0.05446492050988382	0.031873139868805495
s__Roseburia_hominis	-0.036246919592238636	-0.005540115352215958	0.038620104451315765	0.04976872121417124	0.09308641858404525	0.07999896274899183	0.07491442129730333	-0.08102606278620045	0.06404939974502859	0.08591819982320524	-0.05779812850860093
s__Roseburia_sp_CAG_309	0.08252516458111636	0.11352351753583866	0.03416376313202954	0.019434901124825987	0.06788998499853381	0.033388261287946634	0.03603441322378202	0.08077232488931178	0.08126776484942246	0.029863380878464754	0.0293214305155069
s__Ruminococcus_bicirculans	0.35778075305281454	0.24636587134436197	0.4664592492654284	0.3218753273657419	0.44143783500152656	0.41078597328641714	0.4336493414584065	0.17614298985628754	0.48482360873585845	0.4218806469912488	0.3942037477415459
s__Ruminococcus_gnavus	1.6411759850716912	1.501436239875323	1.768418579285605	1.9403571075557016	2.138391491072663	0.7194470814461496	0.8580535297290746	0.8614364576862832	0.6878866339437013	0.7869705577132887	2.854510277392551
s__Ruthenibacterium_lactatiformans	0.02773585371917142	0.06471290498951948	-0.030109601658186193	-0.17498971768205734	-0.0487775456769826	0.026991279040662154	0.0689601606509701	-0.03716257203279438	-0.011284516105799303	0.057576458014159566	0.05895786202511519
