Taxa	ko00040	ko00051	ko00130	ko00430	ko00480	ko00531	ko00540	ko00740	ko00790	ko04974	ko05111
s__Lawsonibacter_asaccharolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megamonas_hypermegale	0.010865933951825366	0.01579894894453562	0.00440976911494377	0.0034794806083100005	0.004337430322250217	0.013600707106117459	0.014417556143919413	0.008857611345225726	0.005540933320468016	0.0011119135310363691	0.000650027097398468
s__Methanobrevibacter_smithii	0.005626927462938724	0.0068085642975345565	0.0008924080617139315	0.0006436509631598849	0.002066791024788285	0.0	0.0	0.003597528676042354	0.0042766879618516915	0.0	0.0
s__Oscillibacter_sp_57_20	0.01121456052307901	0.020183347284986324	0.010133319795109891	0.007628213150903819	0.005682339387100204	0.02718270467529063	0.021476059968431552	0.01063662618448168	0.01171579295160461	0.00562031415025262	0.0029343399751131406
s__Oscillibacter_sp_CAG_241	0.005079143064152837	0.0077528348737802176	0.0	0.0	0.0024895298416231244	0.006300139770899512	0.0010832647193334188	0.0044949062322986455	0.004875207416847795	0.0	0.0
s__Roseburia_hominis	0.009900064278290934	0.010079543229457385	0.0016683254193546819	0.0012052934171936504	0.002642603247621523	0.00548473289028681	0.003413535525657911	0.006062791551821222	0.005901885756075101	0.0004980181545541055	0.0008174673904510882
s__Roseburia_sp_CAG_309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_bicirculans	0.006718697890210177	0.008811189984252107	0.0	0.0	0.0020810468720955954	0.0	0.0	0.00476298162445877	0.004059994252404674	0.0	0.0
s__Ruminococcus_gnavus	0.01207498492981653	0.01236491420588269	0.004608696235431777	0.007939217064388722	0.006289719766987179	0.02079444443042016	0.008513301494809977	0.005872961985229732	0.007628845036187738	0.001783655488369368	0.0019749844486213505
s__Ruthenibacterium_lactatiformans	0.006908227456397632	0.0067185786731335665	0.0032650873558729494	0.018423178746841254	0.0046468441867368905	0.0	0.0	0.0056930411785665385	0.006548109707996637	0.0	0.0
