Taxa	ko00040	ko00051	ko00130	ko00430	ko00480	ko00531	ko00540	ko00740	ko00790	ko04974	ko05111
s__Eubacterium_siraeum	0.3011844201320677	0.22500533537187523	0.2903324620343457	0.23852136542444727	0.22150931280919622	0.2742128911202174	0.30884019573389165	0.199697707575683	0.2630892469525953	0.28055176351793987	0.04788642944470852
s__Eubacterium_sp_CAG_274	0.3847250712266792	0.2736139148365775	-0.03802760358695836	0.07038569605203643	-0.35881565174715896	-0.137315488986949	-0.017577244102634018	0.47151469356134046	0.1443152764614493	0.28304972689119295	-0.4213062632238842
s__Firmicutes_bacterium_CAG_110	0.09422579676081458	0.20821499548206085	0.11397371402296182	0.049749520188298486	0.09348886589245842	0.10842878433727926	0.1372218769473202	0.12790008858007212	0.11380901314120886	0.1124745136890568	0.0898957120405405
s__Firmicutes_bacterium_CAG_170	0.03645731441092919	-0.1235270690145548	0.1262734914102813	0.07761282705134952	0.2050624516813282	0.11594238225485498	-0.027708459880206416	0.23933783133399178	0.23504293910981877	0.12176322110996979	0.09652738600582372
s__Firmicutes_bacterium_CAG_238	0.11724943156004822	0.14596228527897875	0.04458607716035136	0.01619488285578452	0.07017454107543007	0.030497817121176163	-0.0029470196235025087	0.10165211728805965	-0.01238001627842987	0.032288411322797986	0.028646691826260555
s__Firmicutes_bacterium_CAG_95	0.19723282514876495	-0.018581637941358205	0.08571413965381287	0.055473931604096444	0.1689092004367121	0.07766068884604695	-0.09958139081747344	0.20491323549785967	0.20958046433078187	0.0799826897387947	0.0753717688996342
s__Gemella_sanguinis	0.013148620393276987	0.01369410408284338	0.005265501266640164	0.002930831075296041	0.009877829805644743	-0.0011282714249998807	-0.0013035300555831817	0.010233977866187422	0.0013506880003585787	-0.001965852832205042	0.004289965274718867
s__Intestinimonas_butyriciproducens	0.04670677697540108	0.05323780040183527	0.017865822570662694	0.008294871331019183	0.033684849568087906	0.013920743757734185	0.020484144280581353	0.04600926170267813	0.03988647123101623	0.012936057716826575	0.01481252160893496
s__Lawsonibacter_asaccharolyticus	0.06908075829660923	0.07628325454865156	0.022264180733372836	0.010892781393199227	0.04787727939572225	0.016375772285743932	0.019558581633123552	0.07069046306827159	0.06158334892724001	0.0165510309163272	0.017746168083919107
s__Megamonas_hypermegale	0.2973934844520618	0.7977273130705581	0.4388926573755045	0.10117913014046148	0.16494511767588899	-0.06489285126058339	0.7650475611911163	0.835638781420383	-0.3480805327364924	-0.11392796377803047	0.1131551365636512
s__Methanobrevibacter_smithii	0.9501762792308837	1.0199376604020873	0.7490814295599886	0.544231540555111	0.919162540116866	0.9492542358330359	1.0529130292487778	0.8451625747152509	0.9573478060863571	0.9027480560854109	0.8147133232386943
s__Oscillibacter_sp_57_20	0.02153288066439287	0.0180333388521037	-0.018055158199686394	0.03361868767541793	0.08363355928431838	0.04730223400943097	-0.09165322529582727	-0.09757541853971322	0.033577160530018677	-0.028174408528584386	0.042070517539047794
s__Oscillibacter_sp_CAG_241	0.06916522028725175	0.0015350966799281159	0.045975476906421106	0.007485443920694871	0.031326248479395066	0.018371186814673864	0.04132725202139348	-0.005471729293792388	0.034824382591840175	0.05390997707736549	0.040930984515295574
s__Roseburia_hominis	-0.03870048411241059	-0.009019836750700966	0.03618351679126296	0.05006414110344197	0.09989671558253896	0.08521299850933381	0.07551113118419442	-0.07206719351574492	0.06411932019628219	0.09246546810583967	-0.05618341232549377
s__Roseburia_sp_CAG_309	0.08220052084308332	0.11440376632531674	0.0344604921821552	0.020194861962630685	0.06970507317744198	0.034152909766231976	0.036847247267728894	0.07989963544799622	0.08242786436789616	0.030402797381703296	0.030837072783590342
s__Ruminococcus_bicirculans	0.3330653023500154	0.2331939253646692	0.4306470555390268	0.29885045379064556	0.4091740021180057	0.3670887037305955	0.38605182832968915	0.16005687996745216	0.4489929037565079	0.3852733703159337	0.36499334251273857
s__Ruminococcus_gnavus	1.6353481358713524	1.4895519591739708	1.7807536758620124	1.961395350648895	2.1072478353400386	0.7119582731228273	0.8367121525514651	0.8551136049127859	0.6747837356413587	0.7696134356352675	2.826558524748299
s__Ruthenibacterium_lactatiformans	0.029197806315203086	0.05439774507332613	-0.03224758802732075	-0.19608695747571453	-0.04545040486459333	0.029635600966700273	0.06812985705195863	-0.03675433907802212	-0.0118901367327032	0.05570549822844141	0.06286365193539642
