Taxa	ko00040	ko00051	ko00130	ko00430	ko00480	ko00531	ko00540	ko00740	ko00790	ko04974	ko05111
s__Blautia_sp_CAG_257	0.043832595944473016	0.07184245703330744	0.08261568498254353	0.06074320270658964	0.12072627434544522	0.06680194509825604	0.07892449718415523	0.07020748789677679	0.04761150614450305	0.0695732095044351	0.05316326793184055
s__Blautia_wexlerae	0.09932709534123194	0.17172843906898191	0.11138409474412762	0.15659857856083353	0.07455023532725669	0.15515685252856232	0.1447960238891116	0.07570593891484284	0.08391251973457561	0.13534572038137924	0.17547987780929045
s__Butyricimonas_synergistica	0.06076207127184757	0.08185139900074663	0.026970321787714996	0.01512162863606153	0.05396006794289008	0.022394600943804438	0.03259262016555206	0.06773855824828787	0.06941042029647314	0.024385495882276936	0.01885758955644485
s__Collinsella_intestinalis	0.03738358995458367	0.07698804710955062	0.06884953673117375	0.07962028067033891	0.11433095414636739	0.037743523497675055	0.06638711069031412	0.06628216109909575	0.13385787587370301	0.039851049957957296	0.08789326177218655
s__Collinsella_stercoris	0.07405652665482518	0.08753510782665791	0.03915362352505851	0.024863974796651162	0.06490154610538895	0.02989272041903509	0.03987268016441558	0.08737946533319796	0.0813260784977477	0.035415435297994236	0.023192243588742698
s__Coprobacter_fastidiosus	0.07346149359389359	0.08927354557360752	0.06757659518519897	0.07671197746696481	0.05462014313341434	0.07253804990189258	0.07698473091471122	0.02674781918489297	0.10127255739545404	0.06322618523329902	0.07991788461737466
s__Coprobacter_secundus	0.03490898922049947	0.05110340449146586	0.015469156105566999	0.0072549826311937675	0.02979449708013	0.012287742883137744	0.01922521737370819	0.03752976237100501	0.038141120598090675	0.013428402007667001	0.011639814683834246
s__Coprococcus_eutactus	0.18381998418756323	0.10799021899387007	0.1217847185553454	0.20695836785637037	0.16158030349412117	0.15865854375284794	0.1514880911900048	0.18009420072412965	0.14669684774338618	0.13732132578236822	0.10947994297109011
s__Eisenbergiella_tayi	0.03794030675946714	0.03113686693783384	0.022202675110791128	0.03246716296749366	0.017363478442568865	0.04041631617444577	0.05168778337729289	0.04037016803263913	0.04583276751595224	0.03528143962302664	0.031774889848827294
s__Eubacterium_eligens	0.22200034321154807	0.3059601703559074	0.1394470448662613	0.21376499265177937	0.10846085140856804	0.09734630104570355	0.16673468434916142	0.1219642446274884	0.14274514298783758	0.10566819957166838	0.24320170463219787
s__Eubacterium_siraeum	0.14044979444433608	0.09743854451719175	0.13956998853655983	0.10759747242134592	0.09811271261488536	0.13552410436827733	0.17898178440158227	0.09001810817126292	0.1231404492249714	0.1479271539041726	0.048823639918740606
s__Eubacterium_sp_CAG_274	0.09556511440838336	0.0737138220989015	0.05154953904794527	0.04299996650173298	0.1236755578832817	0.05690587513957609	0.043347460375373334	0.10996756067107892	0.050859445863148806	0.07158584265707346	0.13000122112083884
s__Firmicutes_bacterium_CAG_110	0.050653777995460295	0.1304828573461271	0.08073468540978984	0.04816522179467989	0.06160924008241952	0.0699361784612201	0.09845644906800483	0.06922320060948109	0.07632242576302044	0.06822556911512243	0.0666788851708177
s__Firmicutes_bacterium_CAG_170	0.02766405217009724	0.06415747336914376	0.04987413174952801	0.03202327234292434	0.10318739411075727	0.057058006246104354	0.015142960401967786	0.09850710921100059	0.10662817180185463	0.048791971961812355	0.042517529415275
s__Firmicutes_bacterium_CAG_238	0.09202746031302626	0.12855021107868606	0.05204058597361778	0.027748475738027037	0.08073064117482998	0.043500122216713316	0.019313902283468066	0.08978602907197207	0.04099458210430713	0.04352852001513327	0.04771988364659998
s__Firmicutes_bacterium_CAG_95	0.0948363019485056	0.016090691158098157	0.04862893493672701	0.025680688813689123	0.07756390457701634	0.0391946869223169	0.06311661485314232	0.10191526671522591	0.09997379727359038	0.04295714400981154	0.04325966008556925
s__Gemella_sanguinis	0.025491393567159813	0.027739693227719825	0.01391538917042142	0.009235903147207972	0.024366022437616444	0.012002319340122749	0.01464607241913335	0.029305163816377898	0.028474225936726688	0.01171553318035469	0.011598907555550066
s__Intestinimonas_butyriciproducens	0.0356955519226249	0.04470367773107844	0.01571694507190441	0.008745836672441137	0.027562774769942133	0.014070112633026943	0.018781482785663987	0.041894477346173756	0.040003492000238235	0.014598337827822676	0.011015558876902158
s__Lawsonibacter_asaccharolyticus	0.04370044485040682	0.057994168795146454	0.018877268383029593	0.0109139159023626	0.03700108391792843	0.015613714318312473	0.020993148406756954	0.04679236952726169	0.04672342212490993	0.016562719461308016	0.014621073762780417
s__Megamonas_hypermegale	0.06429034292211344	0.15680780317511783	0.08957860551298874	0.032975659176591524	0.05201813590475973	0.03326472267786999	0.14975597200001897	0.1658903200031907	0.07925758236910177	0.04644703893768034	0.04265237922943286
s__Methanobrevibacter_smithii	0.14944725636523748	0.16835618620889364	0.12036806059520017	0.09761375850113573	0.15540442590131934	0.1640404328176797	0.18596283935003124	0.1272799618281589	0.1583196043711886	0.14368052926619093	0.15968610433865082
s__Oscillibacter_sp_57_20	0.07407517888894385	0.36550759022700874	0.32606831324028684	0.12673345763879634	0.13358043034547723	0.09325119563301432	0.31030490585010834	0.3225338206266729	0.25387233154457495	0.341965959941857	0.3488547042498897
s__Oscillibacter_sp_CAG_241	0.07708170270826134	0.06384859262699412	0.0753415607994322	0.04590724123658824	0.055453956995919554	0.04696382410334142	0.07406834040717952	0.033632580625155235	0.05851850282940234	0.06520728172725608	0.06274919449080466
s__Roseburia_hominis	0.038083067973876304	0.030192994385401458	0.0602284908512351	0.054795947690340456	0.10726423230534428	0.09459082324756331	0.09392187325942519	0.06334446803202744	0.07126776052199585	0.09363368943448094	0.06086109120761081
s__Roseburia_sp_CAG_309	0.04163917680093789	0.05971412300869711	0.01801413470467689	0.009390053266025801	0.03609706581811237	0.019651470299248984	0.023024242393888665	0.04087674243122939	0.044457170809312475	0.01722707151448514	0.014775242426974602
s__Ruminococcus_bicirculans	0.1775988413730032	0.12448920623328841	0.22779030792570998	0.13370666708584183	0.21672776124708681	0.20798238586409679	0.2616169966156876	0.10024730339607336	0.2506723470853604	0.20819119552646576	0.15982567634602432
s__Ruminococcus_gnavus	0.30000880699713267	0.29755225704162513	0.28142969519282207	0.2854221675629455	0.3412304002426923	0.1727796328379558	0.19672466324179883	0.18731847264446783	0.1564047466854927	0.17286516791754067	0.4325962248888645
s__Ruthenibacterium_lactatiformans	0.05976597358576453	0.09298411439317202	0.03917460638371101	0.2246430061294579	0.04798501172214964	0.07888375798361907	0.1023349196852187	0.03288756462756859	0.028756330267041687	0.08628553841121796	0.07188437836624392
