Taxa	ko00010	ko00030	ko00230	ko00290	ko00312	ko00550	ko00620	ko00680	ko00970	ko01051	ko03015	ko03070	ko03420	ko03430	ko04122
s__Eubacterium_sp_CAG_274	0.14604953451531247	0.027013070234247916	-0.09515348503503689	-0.34728363385478017	-0.26977058456837644	-0.2999630293623844	0.1059835674771824	0.2892603156021278	0.02814677538064581	0.370125126371193	0.17506120068013786	0.2597440031202117	0.1595615667003274	0.1287662181401145	-0.26514695219962403
s__Firmicutes_bacterium_CAG_110	0.13175856569859523	0.3703431650000369	0.13776132160455568	0.16238468058355748	0.20407879326130662	0.1765362871157145	0.25256973125004245	0.12518298857209706	0.14524976392591832	0.24890508032304542	-0.022771600219156297	0.11144138869651563	0.04966175010302245	0.09160470188220313	0.23394476430748445
s__Firmicutes_bacterium_CAG_170	0.1212435968665385	0.1041047245723377	0.2167310164585792	0.11717487977630771	0.07904592180057836	0.1165373043629441	0.09262218732947693	0.07509822466593989	0.16007510968043243	0.311719096761941	-0.028499777232037074	0.1381658241547412	0.1706331541277169	0.08687967289368456	-0.07776706872326127
s__Firmicutes_bacterium_CAG_238	-0.013873374657982154	-0.11542282839641581	0.10736141000753265	-0.026276364597866832	-0.04085917774625099	0.10573336290690237	-0.12255388388137306	-0.04676250781222674	0.1484514786822034	-0.028147887463522613	-0.011364501610937794	0.1118954985892053	0.20682033093857444	0.24214574205890618	0.030172230224247625
s__Firmicutes_bacterium_CAG_95	-0.25564357055249454	-0.28381828877504467	0.1529031464380074	-0.2663443557639648	-0.09945234697277011	0.13300256412777375	-0.27494122094252654	-0.23982061607250452	0.19140056984791493	-0.2647876508914308	-0.020471953599931945	0.13406132333447485	0.21760509952274024	0.20293647299186332	-0.17466611564190906
s__Gemella_sanguinis	0.02903789161291991	0.033529622506285356	0.03142868679704602	0.02811465167020478	0.007488132627396988	0.02355190231970739	0.03538599852161925	0.02900737268030107	0.0249205103390806	0.03073750617362124	0.0006733872973960692	0.02738865862963685	0.020984511190146188	0.023759946279658387	0.019939251824949468
s__Intestinimonas_butyriciproducens	-0.02515421666718852	-0.029514257240143813	-0.01874255211053067	-0.018215481134924355	-0.002627992607847224	-0.017454999448177397	-0.02621655143149347	-0.007917579618818971	-0.003959986354276929	-0.016221051995885236	0.0051747750116916515	-0.000297742594013379	-0.01003943374774079	-0.010336838493791608	-0.0025413064514511014
s__Lawsonibacter_asaccharolyticus	-0.02395539132600523	-0.022549859339722773	-0.022807552873173157	-0.009398958472698426	0.001418553209839856	-0.017950312715302116	-0.02517907664643431	-0.022360763019672558	-0.007462512490235417	-0.018047246926562857	0.00011083524722066959	-0.010239256740602587	-0.017742972605273126	-0.010839063567150573	-0.009242225172062763
s__Megamonas_hypermegale	-0.34297876103871283	-0.7008551250649342	0.10402061450665614	-0.20375407913828147	0.07201862787112545	0.0007037373060336185	0.5082949624704899	0.14603599244281282	0.00013085977750216895	-0.6046546351168943	0.18014240588319602	0.16862567561112357	0.12729041377761746	-0.1075151167535036	0.13175491975599912
s__Methanobrevibacter_smithii	1.297115181470856	1.0667198197041365	0.9894405612078313	1.186000421369154	1.0892603459938939	1.217179874908812	1.3129614052292689	1.7506615578358893	1.1595955900835202	1.2177943499677353	3.1468165316862207	1.0821735908230283	0.8986647411477978	1.0379575416436817	1.250393947418056
s__Oscillibacter_sp_57_20	0.06636384128961384	0.09178152305961328	-0.032790734935146004	-0.020653870650777534	0.08436833637191317	-0.1163580619418022	0.04183790921681828	0.10855511132128362	0.07397552773232242	0.12737014589678405	0.016021313465014092	0.12370122963925967	-0.0021364378993060963	0.06620786814689397	0.07588331294596075
s__Oscillibacter_sp_CAG_241	0.0386805651596174	0.03402030444092318	0.026505622594467572	-0.002621418649575547	0.10161372931331263	-2.6563296057076772e-05	0.003911688172627836	0.021561386586234698	0.042057257006516906	0.0005148521409600318	0.019675568528662687	0.0694628080342823	0.0007093821824082336	0.028134950701955853	0.011702307342512628
s__Roseburia_hominis	-0.030806103387021437	0.03162705985906845	0.0052887283140668736	0.05480658333903133	-0.07812216100892087	0.07565359040841146	-0.009529297401258298	-0.039860161320931044	0.0029755255453443796	0.04147672159083391	-0.0006495549390364305	-0.01805351119086886	0.09492797152002133	0.003447935536006536	0.05466617935658654
s__Roseburia_sp_CAG_309	-0.09202093057208961	-0.11150428472554752	-0.10151283946549014	-0.07860757814614196	0.2252447428843515	-0.08240407424053182	-0.10451116974830799	-0.08547155073968904	-0.06482657675192588	-0.08609293760484625	-0.01189283951640375	-0.05847109349604377	-0.08306589024520987	-0.07348690103945689	-0.05936403973811512
s__Ruminococcus_bicirculans	0.524550657959537	0.58119314935817	0.45601179371789186	0.6580147364811798	0.5105906252991558	0.40085511542764707	0.6170463493810285	0.47752655728529203	0.45826111506769174	0.5624667154108534	-0.15159816645158491	0.45563962603312375	0.2658852766908259	0.3817825421656794	0.6586096867432658
s__Ruminococcus_gnavus	-0.6254765428980551	0.4044872203342498	0.9617765846426969	0.7418310574362504	-0.18134691833174924	0.8166324404360769	-0.7283313848558663	-0.4958039209053603	1.3806280586475441	0.3147935695293232	0.6518798679448562	1.1852231880542623	1.4927027292729007	1.3958930290633536	0.1176738812170238
s__Ruthenibacterium_lactatiformans	0.04776784480984639	0.18698551636505445	-0.018881435777143886	0.021643314717157965	0.09973311270666428	0.07118084938594216	0.1254058978424012	0.3110684015860309	-0.01608792582163417	0.18435480689650824	0.015581632495725917	-0.03235924677895017	-0.040791171766785324	0.0012432945792565883	0.22234023579613904
